,Timestamp,Class,Archetype,Class_o,Archetype_o,Result
17,6/4/2018 17:49:54,Forestcraft,Aggro,Runecraft,Spellboost,1
18,6/4/2018 17:54:00,Swordcraft,,Forestcraft,Aggro,0
19,6/4/2018 17:56:24,Havencraft,Tenko,Havencraft,Tenko,1
20,6/4/2018 18:01:21,Bloodcraft,Neutral,Bloodcraft,Vengeance,1
21,6/4/2018 18:01:30,Portalcraft,Control,Portalcraft,Control,1
22,6/4/2018 18:11:07,Forestcraft,Aggro,Dragoncraft,PDK,1
23,6/4/2018 18:19:49,Havencraft,Tenko,Runecraft,Spellboost,1
24,6/4/2018 18:22:21,Havencraft,Tenko,Shadowcraft,Midrange,1
25,6/4/2018 18:46:13,Dragoncraft,PDK,Dragoncraft,PDK,1
26,6/4/2018 18:50:35,Havencraft,Summit,Havencraft,Tenko,0
27,6/4/2018 18:54:36,Havencraft,Amulet,Swordcraft,Midrange,0
28,6/4/2018 19:02:00,Dragoncraft,PDK,Portalcraft,Artifact,1
29,6/4/2018 19:06:17,Forestcraft,Aggro,Swordcraft,Midrange,1
30,6/4/2018 19:10:05,Forestcraft,Aggro,Dragoncraft,PDK,1
31,6/4/2018 19:15:08,Runecraft,,Portalcraft,Artifact,1
32,6/4/2018 19:15:14,Runecraft,,Runecraft,Spellboost,0
33,6/4/2018 19:27:31,Runecraft,Silver Blade,Bloodcraft,Vengeance,1
34,6/4/2018 19:29:48,Bloodcraft,Vengeance,Runecraft,Ginger,0
35,6/4/2018 19:33:31,Forestcraft,Neutral,Swordcraft,Tempo,1
36,6/4/2018 19:34:20,Havencraft,Tenko,Forestcraft,Aggro,1
37,6/4/2018 19:34:39,Havencraft,Tenko,Shadowcraft,Midrange,1
38,6/4/2018 19:42:45,Swordcraft,Midrange,Runecraft,Dirt,1
39,6/4/2018 19:53:15,Forestcraft,Neutral,Bloodcraft,Vengeance,1
40,6/4/2018 19:53:15,Swordcraft,Support Cannon,Shadowcraft,Midrange,1
41,6/4/2018 19:53:49,Swordcraft,Midrange,Dragoncraft,Lindworm,0
42,6/4/2018 19:54:34,Bloodcraft,Vengeance,Havencraft,Summit,1
43,6/4/2018 19:55:22,Dragoncraft,PDK,Bloodcraft,Neutral,1
44,6/4/2018 20:15:32,Dragoncraft,PDK,Portalcraft,Artifact ,1
45,6/4/2018 20:17:48,Portalcraft,Artifact,Swordcraft,Midrange,1
46,6/4/2018 20:38:30,Shadowcraft,Midrange,Havencraft,Temple,0
47,6/4/2018 21:03:00,Bloodcraft,Neutral,Dragoncraft,PDK,0
48,6/4/2018 21:04:57,Runecraft,Spellboost,Runecraft,Ginger,1
49,6/4/2018 21:18:29,Swordcraft,Midrange,Forestcraft,Aggro,1
50,6/4/2018 21:27:46,Dragoncraft,Lindworm,Forestcraft,Aggro,0
51,6/4/2018 21:42:37,Portalcraft,Artifact,Forestcraft,Midrange,0
52,6/4/2018 22:04:31,Bloodcraft,Vengeance,Dragoncraft,PDK,1
53,6/4/2018 22:19:31,Havencraft,Summit,Runecraft,Spellboost,1
54,6/4/2018 22:49:28,Forestcraft,Aggro,Dragoncraft,Ramp,0
55,6/4/2018 23:04:28,Bloodcraft,,Dragoncraft,,0
56,6/4/2018 23:14:18,Shadowcraft,Hinterland,Swordcraft,Aggro,0
57,6/4/2018 23:22:32,Shadowcraft,Midrange,Shadowcraft,Midrange,1
58,6/5/2018 0:11:38,Portalcraft,,Havencraft,,1
59,6/5/2018 0:25:32,Forestcraft,Aggro,Runecraft,Dirt,1
60,6/5/2018 0:57:34,Havencraft,Summit,Swordcraft,Midrange,1
61,6/5/2018 1:46:39,Shadowcraft,Midrange,Forestcraft,Aggro,1
62,6/5/2018 2:06:41,Portalcraft,Midrange,Dragoncraft,PDK,1
63,6/5/2018 2:08:36,Forestcraft,Midrange,Bloodcraft,Vengeance,1
64,6/5/2018 2:47:03,Swordcraft,Support Cannon,Bloodcraft,Vengeance ,0
65,6/5/2018 2:53:09,Forestcraft,Midrange,Bloodcraft,Vengeance ,1
66,6/5/2018 3:09:43,Forestcraft,Midrange,Shadowcraft,Reanimate,1
67,6/5/2018 3:19:00,Runecraft,Spellboost,Portalcraft,Artifact,1
68,6/5/2018 4:11:37,Dragoncraft,PDK,Runecraft,Spellboost,1
69,6/5/2018 4:22:42,Forestcraft,Aggro,Bloodcraft,Vengeance,1
70,6/5/2018 4:50:25,Portalcraft,Artifact,Runecraft,,1
71,6/5/2018 5:14:48,Forestcraft,Aggro,Dragoncraft,PDK,1
72,6/5/2018 5:23:36,Swordcraft,Midrange,Havencraft,Summit,1
73,6/5/2018 6:02:03,Forestcraft,,Forestcraft,,1
74,6/5/2018 6:05:30,Bloodcraft,Neutral,Forestcraft,Aggro,1
75,6/5/2018 6:32:29,Forestcraft,Midrange,Bloodcraft,Vengeance,1
76,6/5/2018 6:42:06,Havencraft,Summit,Swordcraft,Support Cannon,1
77,6/5/2018 6:47:44,Forestcraft,Aggro,Forestcraft,Aggro,1
78,6/5/2018 6:54:54,Havencraft,Tenko,Portalcraft,Midrange,1
79,6/5/2018 6:56:46,Portalcraft,Artifact,Shadowcraft,Midrange,0
80,6/5/2018 7:03:49,Forestcraft,Midrange,Runecraft,Burn,0
81,6/5/2018 7:06:39,Bloodcraft,Jormungand,Runecraft,Spellboost,1
82,6/5/2018 7:24:49,Runecraft,Ginger,Forestcraft,Midrange,0
83,6/5/2018 7:58:08,Bloodcraft,Control,Dragoncraft,Lindworm,1
84,6/5/2018 8:25:32,Forestcraft,Aggro,Havencraft,Tenko,1
85,6/5/2018 8:29:38,Portalcraft,Artifact,Forestcraft,Control,1
86,6/5/2018 8:39:07,Dragoncraft,Lindworm,Portalcraft,Midrange ,1
87,6/5/2018 9:06:07,Bloodcraft,Vengeance,Swordcraft,Midrange,1
88,6/5/2018 9:14:10,Havencraft,Heresy,Dragoncraft,PDK,1
89,6/5/2018 9:34:42,Portalcraft,Artifact,Dragoncraft,PDK,0
90,6/5/2018 10:33:03,Runecraft,Ginger,Runecraft,Ginger,0
91,6/5/2018 10:55:34,Dragoncraft,PDK,Havencraft,Tenko,1
92,6/5/2018 12:29:10,Havencraft,Tenko,Dragoncraft,,1
93,6/5/2018 15:18:02,Dragoncraft,PDK,Havencraft,Tenko,1
94,6/5/2018 16:12:08,Shadowcraft,Hinterland,Shadowcraft,Midrange,1
95,6/5/2018 18:34:41,Forestcraft,Aggro,Forestcraft,Aggro,0
96,6/5/2018 19:38:52,Dragoncraft,,Swordcraft,,0
97,6/5/2018 20:09:23,Bloodcraft,Vengeance,Havencraft,Tenko,1
98,6/6/2018 6:39:15,Portalcraft,Midrange,Runecraft,Spellboost,1
99,6/6/2018 13:14:06,Havencraft,Summit,Swordcraft,Midrange,1
100,6/6/2018 13:17:23,Dragoncraft,Jabberwock,Dragoncraft,PDK,1
101,6/6/2018 13:44:17,Havencraft,Tenko,Dragoncraft,,1
102,6/6/2018 14:08:40,Runecraft,Faust,Dragoncraft,PDK,1
103,6/6/2018 14:10:23,Dragoncraft,Lindworm,Dragoncraft,PDK,1
104,6/6/2018 14:26:08,Bloodcraft,Vengeance,Runecraft,Ginger,1
105,6/6/2018 14:30:16,Swordcraft,Support Cannon,Portalcraft,Artifact,1
106,6/6/2018 14:44:55,Havencraft,Summit,Havencraft,Summit,1
107,6/6/2018 14:48:53,Bloodcraft,Vengeance,Havencraft,Tenko,0
108,6/6/2018 15:05:04,Portalcraft,Artifact,Forestcraft,Neutral,0
109,6/6/2018 15:07:36,Dragoncraft,PDK,Forestcraft,Aggro,1
110,6/6/2018 15:37:48,Forestcraft,Aggro,Runecraft,Spellboost,1
111,6/6/2018 15:38:27,Portalcraft,Artifact,Portalcraft,Artifact,1
112,6/6/2018 16:01:09,Bloodcraft,Vengeance,Portalcraft,Midrange,1
113,6/6/2018 16:10:05,Havencraft,Summit,Portalcraft,,1
114,6/6/2018 16:10:38,Swordcraft,Midrange,Havencraft,,0
115,6/6/2018 16:18:51,Portalcraft,Artifact,Havencraft,Tenko,1
116,6/6/2018 16:46:31,Dragoncraft,,Runecraft,,1
117,6/6/2018 17:30:11,Havencraft,Tenko,Havencraft,Tenko,1
118,6/6/2018 18:21:55,Runecraft,Ginger,Dragoncraft,PDK,1
119,6/6/2018 18:26:06,Runecraft,Spellboost,Havencraft,Tenko,1
120,6/6/2018 19:59:33,Runecraft,Ginger,Forestcraft,Aggro,1
121,6/6/2018 21:34:34,Forestcraft,Aggro,Havencraft,Tenko,0
122,6/6/2018 21:36:08,Forestcraft,Aggro,Forestcraft,Neutral,0
123,6/6/2018 21:57:46,Swordcraft,Aggro,Dragoncraft,,1
124,6/6/2018 23:44:56,Forestcraft,Neutral,Forestcraft,Aggro,1
125,6/6/2018 23:49:44,Dragoncraft,PDK,Swordcraft,Midrange,1
126,6/7/2018 0:57:00,Forestcraft,Forest,Shadowcraft,Neutral,1
127,6/7/2018 1:48:17,Forestcraft,Neutral,Forestcraft,Aggro,0
128,6/7/2018 1:50:42,Runecraft,Spellboost,Havencraft,Tenko,1
129,6/7/2018 2:23:50,Havencraft,Amulet,Shadowcraft,Midrange,1
130,6/7/2018 2:50:08,Runecraft,Ginger,Forestcraft,Aggro,1
131,6/7/2018 3:01:56,Runecraft,Ginger,Forestcraft,Aggro,1
132,6/7/2018 3:22:59,Portalcraft,Puppets,Dragoncraft,PDK,0
133,6/7/2018 4:14:25,Havencraft,Tenko,Havencraft,Tenko,0
134,6/7/2018 4:15:44,Portalcraft,Midrange,Shadowcraft,Midrange,0
135,6/7/2018 4:38:53,Bloodcraft,Aggro,Shadowcraft,Neutral,0
136,6/7/2018 4:49:23,Runecraft,Spellboost,Havencraft,Tut,1
137,6/7/2018 5:02:16,Portalcraft,Hybrid,Swordcraft,Midrange,1
138,6/7/2018 5:11:39,Forestcraft,Aggro,Havencraft,Tenko,1
139,6/7/2018 5:14:04,Forestcraft,Control,Dragoncraft,PDK,1
140,6/7/2018 5:53:45,Forestcraft,Tempo,Shadowcraft,Reanimate,1
141,6/7/2018 5:55:10,Dragoncraft,PDK,Havencraft,Tenko,1
142,6/7/2018 5:56:20,Bloodcraft,Vengeance,Dragoncraft,Ramp,1
143,6/7/2018 6:15:10,Dragoncraft,,Dragoncraft,Ramp,1
144,6/7/2018 6:34:35,Dragoncraft,,Forestcraft,,1
145,6/7/2018 7:17:29,Bloodcraft,Vengeance,Forestcraft,Neutral,0
146,6/7/2018 7:45:34,Runecraft,Spellboost,Shadowcraft,Reanimate,1
147,6/7/2018 7:48:03,Runecraft,Spellboost,Runecraft,Dirt,1
148,6/7/2018 7:48:47,Bloodcraft,Neutral,Portalcraft,Artifact ,1
149,6/7/2018 8:49:43,Dragoncraft,Jabberwock,Forestcraft,Aggro,1
150,6/7/2018 8:53:32,Portalcraft,Artifact,Bloodcraft,Jormungand,1
151,6/7/2018 9:29:05,Forestcraft,Aggro,Bloodcraft,Vengeance,1
152,6/7/2018 10:50:28,Forestcraft,Aggro,Forestcraft,Midrange,1
153,6/7/2018 13:38:13,Dragoncraft,PDK,Forestcraft,Aggro,1
154,6/7/2018 14:39:14,Bloodcraft,Vengeance,Shadowcraft,Midrange,1
155,6/7/2018 14:40:27,Runecraft,Mysteria,Swordcraft,Midrange,0
156,6/7/2018 18:32:58,Shadowcraft,,Forestcraft,,1
157,6/7/2018 19:43:30,Havencraft,Tenko,Dragoncraft,PDK,1
158,6/7/2018 23:59:15,Bloodcraft,Jormungand,Dragoncraft,Lindworm,1
159,6/8/2018 0:48:11,Dragoncraft,PDK,Forestcraft,Midrange,1
160,6/8/2018 1:17:39,Forestcraft,Aggro,Forestcraft,Aggro,1
161,6/8/2018 8:55:55,Forestcraft,Aggro,Havencraft,Tenko,1
162,6/8/2018 10:26:21,Forestcraft,Aggro,Shadowcraft,Hybrid,1
163,6/8/2018 12:18:17,Dragoncraft,Jabberwock,Runecraft,Dirt,1
164,6/8/2018 12:36:29,Shadowcraft,Midrange,Dragoncraft,Jerva,1
0,6/4/2018 16:42:49,Portalcraft,Artifact,Forestcraft,Aggro,0
1,6/4/2018 16:49:25,Runecraft,Spellboost,Dragoncraft,PDK,1
2,6/4/2018 16:50:22,Bloodcraft,Neutral,Runecraft,Ginger,0
3,6/4/2018 16:52:20,Dragoncraft,PDK,Bloodcraft,Vengeance,1
4,6/4/2018 16:52:57,Portalcraft,Artifact,Runecraft,Mysteria,0
5,6/4/2018 16:58:46,Swordcraft,Midrange,Runecraft,Spellboost,1
6,6/4/2018 16:59:26,Havencraft,Tenko,Swordcraft,Midrange,1
7,6/4/2018 17:00:57,Runecraft,Ginger,Bloodcraft,Aggro,1
8,6/4/2018 17:09:46,Forestcraft,Aggro,Portalcraft,Artifact,1
9,6/4/2018 17:11:55,Forestcraft,Aggro,Forestcraft,Aggro,0
10,6/4/2018 17:25:36,Portalcraft,Midrange,Shadowcraft,Midrange,1
11,6/4/2018 17:29:42,Bloodcraft,Vengeance,Bloodcraft,Neutral,1
