Timestamp,Group,Class,Archetype,Rank,Class1,Archetype1,Result1,Class2,Archetype2,Result2,Class3,Archetype3,Result3,Class4,Archetype4,Result4,Class5,Archetype5,Result5,Wins
7/11/2018 0:31:32,A,Havencraft,Tenko,A,Shadowcraft,Arcus,Lost,Swordcraft,Midrange,Lost,Runecraft,Mysteria,Won,Havencraft,Tenko,Won,Runecraft,Spellboost,Won
7/11/2018 1:01:44,A,Runecraft,Spellboost,Master,Swordcraft,Aggro,Won,Havencraft,Tenko,Won,Dragoncraft,Jabberwock,Won,Forestcraft,Neutral,Won,Havencraft,Lion Crystal,Won
7/11/2018 2:38:56,A,Havencraft,Lion Crystal,Master,Havencraft,Amulet,Won,Havencraft,Tenko,Won,Dragoncraft,Jabberwock,Won,Havencraft,Tenko,Won,Havencraft,Tenko,Won
7/11/2018 2:39:54,A,Havencraft,Lion Crystal,Master,Forestcraft,Aggro,Won,Bloodcraft,Aggro,Won,Havencraft,Tenko,Won,Portalcraft,Puppet,Lost,Forestcraft,Aggro,Won
7/11/2018 2:44:02,A,Swordcraft,Midrange,Master,Swordcraft,Midrange,Lost,Havencraft,Lion Crystal,Won,Dragoncraft,Lindworm,Won,Forestcraft,Aggro,Won,Swordcraft,Midrange,Won
7/11/2018 4:57:23,B,Bloodcraft,Aggro,B,Swordcraft,Midrange,Lost,Forestcraft,Aggro,Won,Havencraft,Lion Crystal,Won,Portalcraft,Puppet,Lost,Havencraft,Tenko,Lost
7/11/2018 5:21:08,A,Portalcraft,Puppet,AA,Runecraft,Spellboost,Won,Forestcraft,Aggro,Lost,Portalcraft,Puppet,Won,Shadowcraft,Midrange,Won,Swordcraft,Midrange,Won
7/11/2018 5:55:54,A,Swordcraft,Midrange,Master,Swordcraft,Midrange,Won,Swordcraft,Midrange,Won,Forestcraft,Midrange,Won,Forestcraft,Midrange,Won,Havencraft,Tenko,Won
7/11/2018 6:11:48,A,Havencraft,,AA,Havencraft,,Won,Havencraft,,Lost,Havencraft,,Won,Swordcraft,,Won,Portalcraft,,Won
7/11/2018 7:07:17,A,Forestcraft,Control,AA,Havencraft,Lion Crystal,Won,Havencraft,Lion Crystal,Lost,Havencraft,Lion Crystal,Lost,Forestcraft,Aggro,Won,Havencraft,Tenko,Won
7/11/2018 7:18:41,A,Forestcraft,Aggro,Master,Forestcraft,Midrange,Won,Runecraft,Spellboost,Won,Havencraft,Lion Crystal,Won,Swordcraft,Midrange,Lost,Portalcraft,Artifact,Won
7/11/2018 7:29:53,A,Swordcraft,Midrange,Master,Havencraft,Lion Crystal,Won,Havencraft,Tenko,Won,Portalcraft,Puppet,Won,Havencraft,Amulet,Won,Shadowcraft,Midrange,Won
7/11/2018 7:46:18,A,Forestcraft,Aggro,A,Swordcraft,Midrange,Lost,Swordcraft,Aggro,Won,Forestcraft,Aggro,Won,Portalcraft,Aggro,Won,Portalcraft,Aggro,Won
7/11/2018 8:53:40,A,Forestcraft,Midrange,Master,Swordcraft,Midrange,Won,Swordcraft,Midrange,Won,Forestcraft,Midrange,Won,Havencraft,Lion Crystal,Lost,Swordcraft,Midrange,Won
7/11/2018 8:58:27,A,Forestcraft,Midrange,Master,Havencraft,Lion Crystal,Won,Havencraft,Lion Crystal,Won,Havencraft,Tenko,Won,Swordcraft,Midrange,Won,Havencraft,Lion Crystal,Won
7/11/2018 9:54:28,A,Swordcraft,Midrange,A,Swordcraft,Midrange,Won,Havencraft,tenko,Won,Havencraft,Lion Crystal,Lost,Havencraft,tenko,Won,Forestcraft,Aggro,Won
7/11/2018 10:46:39,A,Forestcraft,Aggro,Master,Swordcraft,Midrange,Won,Forestcraft,Aggro,Won,Havencraft,Tenko,Won,Havencraft,Tenko,Won,Havencraft,Tenko+Lion,Won
7/11/2018 12:33:41,A,Havencraft,Tenko,Master,Portalcraft,Puppet,Won,Swordcraft,Midrange,Won,Forestcraft,Aggro,Won,Havencraft,Lion Crystal,Won,Swordcraft,Midrange,Won
7/11/2018 13:06:02,A,Swordcraft,Midrange,AA,Bloodcraft,Aggro,Won,Havencraft,Lion Crystal,Won,Havencraft,Tenko,Won,Portalcraft,Puppet,Lost,Havencraft,Lion Crystal,Won
7/11/2018 14:04:46,A,Swordcraft,Royal banner,Grand Master,Swordcraft,Midrange,Won,Runecraft,Spellboost,Lost,Portalcraft,Hybrid,Lost,Swordcraft,Midrange,Won,Portalcraft,Puppet,Lost
7/11/2018 14:27:07,A,Swordcraft,Midrange,Master,Runecraft,Dirt,Won,Swordcraft,Midrange,Won,Portalcraft,Puppet,Lost,Forestcraft,Midrange,Won,Havencraft,Tenko,Won
7/11/2018 14:28:14,A,Forestcraft,Aggro,AA,Runecraft,Spellboost,Lost,Forestcraft,Midrange,Won,Havencraft,Summit,Lost,Runecraft,Spellboost,Won,Havencraft,Tenko,Lost
7/11/2018 15:15:34,A,Havencraft,Lion Crystal,A,Swordcraft,Midrange,Lost,Portalcraft, Artifact,Won,Dragoncraft,Lindworm,Lost,Havencraft,Lion Crystal,Lost,Dragoncraft,Lindworm,Lost
7/11/2018 18:10:15,A,Swordcraft,Midrange,Grand Master,Havencraft,Tenko,Lost,Havencraft,Lion Crystal,Won,Havencraft,Lion Crystal,Won,Havencraft,Lion Crystal,Won,Runecraft,Spellboost,Won
7/11/2018 18:11:09,A,Shadowcraft,Arcus,Grand Master,Havencraft,Lion Crystal,Won,Forestcraft,Aggro,Lost,Havencraft,Tenko,Won,Portalcraft,Puppet,Lost,Havencraft,Tenko,Won
7/11/2018 18:24:05,B,Forestcraft,Aggro,AA,Havencraft,Tenko,Lost,Dragoncraft,Lindworm,Won,Havencraft,Tenko,Won,Runecraft,Spellboost,Won,Havencraft,Tenko,Won
7/11/2018 19:00:12,A,Swordcraft,Midrange,AA,Havencraft,Lion Crystal,Won,Portalcraft,puppet,Won,Havencraft,tenko,Won,Dragoncraft,Jabberwock,Lost,Swordcraft,Midrange,Lost
7/11/2018 19:46:31,A,Swordcraft,Midrange,A,Havencraft,Lion Crystal,Won,Havencraft,Lion Crystal,Won,Havencraft,Lion Crystal,Lost,Swordcraft,Midrange,Won,Swordcraft,Midrange,Lost
7/11/2018 20:18:00,A,Shadowcraft,Arcus,Master,Havencraft,Lion Crystal,Won,Havencraft,Lion Crystal,Won,Havencraft,Tenko,Won,Swordcraft,Midrange,Won,Havencraft,Summit,Won
7/11/2018 20:52:53,B,Havencraft,Tenko,Master,Runecraft,Spellboost,Won,Swordcraft,Midrange,Won,Portalcraft,Artifact,Won,Havencraft,Lion Crystal,Won,Forestcraft,Control,Won
7/11/2018 21:35:27,A,Bloodcraft,Aggro,A,Swordcraft,General,Won,Runecraft,Spellboost,Won,Portalcraft,Puppet,Won,Havencraft,Tenko,Won,Dragoncraft,PDK,Lost
7/11/2018 21:56:16,A,Forestcraft,Aggro,Master,Havencraft,Lion Crystal,Won,Portalcraft,Puppets,Won,Forestcraft,Aggro,Lost,Havencraft,Lion Crystal,Won,Runecraft,Spellboost,Won
7/12/2018 1:52:17,A,Bloodcraft,Aggro,Master,Forestcraft,Aggro,Lost,Havencraft,Tenko,Won,Portalcraft,Puppet,Won,Havencraft,Lion Crystal,Won,Forestcraft,Neutral,Won
7/12/2018 4:33:35,A,Portalcraft,Puppet,C,Shadowcraft,Arcus,Won,Bloodcraft,Vengeance,Won,Shadowcraft,Arcus,Lost,Havencraft,Lion Crystal,Won,Havencraft,Tenko,Lost
7/12/2018 7:40:09,A,Swordcraft,Midrange,Master,Portalcraft,Puppet,Won,Portalcraft,Puppet,Won,Portalcraft,Puppet,Won,Havencraft,Tenko,Won,Dragoncraft,Lindworm,Won
7/12/2018 8:40:34,A,Swordcraft,Midrange,Master,Swordcraft,Midrange,Lost,Portalcraft,Puppet,Won,Havencraft,Tenko+Lion,Won,Portalcraft,Puppet,Won,Portalcraft,Puppets,Won
7/12/2018 9:11:16,A,Swordcraft,Midrange,Master,Havencraft,Tenko,Won,Portalcraft,Puppet,Lost,Swordcraft,Midrange,Lost,Forestcraft,Aggro,Won,Bloodcraft,Vengeance,Won
7/12/2018 12:44:56,A,Portalcraft,Puppet,Master,Swordcraft,Midrange,Lost,Dragoncraft,Lindworm,Won,Portalcraft,Puppet,Won,Havencraft,Lion Crystal,Won,Portalcraft,Lion Crystal,Won
7/12/2018 13:47:29,A,Swordcraft,Midrange,Grand Master,Dragoncraft,Lindworm,Lost,Dragoncraft,Lindworm,Lost,Bloodcraft,Jormungand,Lost,Forestcraft,Control,Lost,Dragoncraft,Jabberwock,Lost
7/12/2018 13:49:41,A,Havencraft,Tenko,Grand Master,Swordcraft,Midrange,Won,Dragoncraft,Lindworm,Won,Swordcraft,Midrange,Won,Forestcraft,Control,Won,Havencraft,Summit,Won
7/12/2018 16:59:56,A,Swordcraft,Midrange,Master,Swordcraft,Midrange,Won,Dragoncraft,Lindwurm,Won,Havencraft,Tenko,Won,Havencraft,Tenko,Won,Havencraft,Tenko,Lost
7/12/2018 17:53:32,A,Havencraft,Lion Crystal,Master,Havencraft,Tenko,Won,Runecraft,Spellboost,Won,Havencraft,Lion Crystal,Lost,Shadowcraft,Midrange,Won,Havencraft,Tenko,Won
7/12/2018 21:54:08,A,Portalcraft,Artifact,Master,Shadowcraft,Reanimate,Won,Havencraft,Tenko,Won,Swordcraft,Midrange,Won,Havencraft,Tenko,Won,Swordcraft,Midrange,Won
7/12/2018 21:57:01,A,Runecraft,Spellboost,Master,Portalcraft,Lion Crystal,Won,Portalcraft,Puppet,Won,Swordcraft,Midrange,Lost,Forestcraft,Aggro,Lost,Portalcraft,Puppet,Won
7/12/2018 21:57:17,A,Bloodcraft,Aggro,A,Havencraft,Lion Crystal,Lost,Swordcraft,Midrange,Lost,Swordcraft,Latham,Won,Havencraft,Tenko,Won,Portalcraft,Artifact,Won
7/12/2018 21:59:01,A,Runecraft,Spellboost,Master,Runecraft,Spellboost,Won,Runecraft,Spellboost,Won,Forestcraft,Midrange,Won,Havencraft,Lion Crystal,Won,Portalcraft,Puppet,Won
7/12/2018 22:11:01,A,Swordcraft,Midrange,B,Dragoncraft,Jabberwock,Won,Forestcraft,Control,Won,Havencraft,Lion Crystal,Won,Dragoncraft,Lindworm,Won,Forestcraft,Neutral,Won
7/12/2018 22:11:41,A,Swordcraft,Midrange,Master,Dragoncraft,Jabberwock,Won,Dragoncraft,Lindworm,Won,Havencraft,Lion Crystal,Won,Havencraft,Tenko,Won,Dragoncraft,Jabberwock,Won
7/12/2018 22:44:28,B,Swordcraft,Midrange,A,Havencraft,Tenko,Won,Shadowcraft,Hinterland,Won,Havencraft,Tenko,Won,Forestcraft,Aggro,Won,Forestcraft,Control,Won
7/12/2018 22:59:41,A,Forestcraft,Aggro,Master,Forestcraft,Aggro,Won,Portalcraft,puppet,Won,Swordcraft,Midrange,Won,Havencraft,tenko,Won,Swordcraft,Midrange,Lost
7/12/2018 23:02:36,A,Forestcraft,Aggro,AA,Portalcraft,Puppet,Won,Portalcraft,Puppet,Won,Runecraft,Spellboost,Won,Runecraft,Spellboost,Won,Portalcraft,Puppet,Won
7/12/2018 23:03:13,A,Portalcraft,Artifact,Master,Swordcraft,Midrange,Won,Forestcraft,Aggro,Won,Shadowcraft,Arcus,Won,Dragoncraft,Lindworm,Won,Portalcraft,Puppet,Lost
7/12/2018 23:45:03,A,Forestcraft,Aggro,Master,Shadowcraft,Reanimate,Won,Dragoncraft,Lindworm,Won,Swordcraft,Midrange,Lost,Portalcraft,Puppet,Won,Havencraft,Lion Crystal,Won
7/12/2018 23:49:36,B,Portalcraft,Puppet,AA,Swordcraft,Midrange,Won,Havencraft,Tenko,Won,Havencraft,Lion Crystal,Lost,Swordcraft,Midrange,Won,Bloodcraft,Control,Won
7/12/2018 23:50:07,A,Havencraft,Tenko,A,Forestcraft,Aggro,Won,Forestcraft,Aggro,Lost,Portalcraft,Hybrid,Won,Forestcraft,Aggro,Won,Portalcraft,Hybrid,Won
7/12/2018 23:51:51,A,Dragoncraft,Jabberwock,Master,Havencraft,Tenko,Lost,Forestcraft,Midrange,Won,Havencraft,Tenko,Lost,Havencraft,Lion Crystal,Won,Runecraft,Spellboost,Lost
7/12/2018 23:56:38,A,Portalcraft,Puppet,Master,Havencraft,Lion Crystal,Won,Dragoncraft,Jabberwock,Won,Havencraft,Summit Tenko,Won,Shadowcraft,Arcus,Won,Havencraft,Summit Tenko,Won
7/13/2018 0:11:48,A,Swordcraft,Midrange,C,Havencraft,Tenko,Won,Swordcraft,Midrange,Won,Swordcraft,Midrange,Won,Portalcraft,Puppet,Won,Dragoncraft,Ramp,Won
7/13/2018 0:38:28,A,Runecraft,Spellboost,AA,Forestcraft,Aggro,Won,Havencraft,Lion Crystal,Won,Dragoncraft,Ramp,Won,Havencraft,Tenko,Lost,Dragoncraft,Ramp,Won
7/13/2018 0:59:09,A,Forestcraft,Aggro,AA,Forestcraft,Aggro,Lost,Havencraft,Tenko,Won,Forestcraft,Midrange,Lost,Swordcraft,Midrange,Won,Forestcraft,Aggro,Won
7/13/2018 1:11:47,A,Havencraft,Lion Crystal,A,Dragoncraft,Lindworm,Won,Dragoncraft,Jabberwock,Won,Portalcraft,Puppet,Won,Portalcraft,Puppet,Won,Havencraft,Tenko,Lost
7/13/2018 1:11:50,A,Forestcraft,Aggro,Master,Portalcraft,Puppet,Lost,Bloodcraft,Aggro,Lost,Havencraft,Lion Crystal,Lost,Swordcraft,Midrange,Lost,Portalcraft,Artifact,Won
7/13/2018 1:29:51,B,Swordcraft,Midrange,C,Havencraft,Tenko,Lost,Havencraft,Tenko,Lost,Havencraft,Lion Crystal,Lost,Havencraft,Tenko,Won,Havencraft,Tenko,Lost
7/13/2018 2:00:54,A,Forestcraft,Midrange,A,Dragoncraft,Jabberwock,Lost,Portalcraft,Puppet,Lost,Runecraft,Spellboost,Lost,Havencraft,Tenko,Lost,Portalcraft,Puppet,Won
7/13/2018 2:21:40,A,Portalcraft, Artifact,AA,Havencraft,"Tenko, Lion Crystal",Won,Swordcraft,Midrange,Won,Forestcraft,Aggro,Won,Runecraft,Spellboost,Won,Havencraft, Lion Crystal,Lost
7/13/2018 2:40:26,B,Shadowcraft,Arcus,A,Forestcraft,Control,Lost,Havencraft,Tenko,Lost,Runecraft,Spellboost,Won,Havencraft,Lion Crystal,Won,Havencraft,Lion Crystal,Won
7/13/2018 3:31:52,B,Portalcraft,Puppet,Master,Havencraft,Tenko,Lost,Havencraft,Tenko,Lost,Havencraft,Tenko,Lost,Dragoncraft,Ramp,Won,Havencraft,Tenko,Lost
7/13/2018 3:37:48,A,Forestcraft,Aggro,A,Dragoncraft,Lindwurm,Lost,Portalcraft,Artifact,Won,Havencraft,Lion Crystal,Won,Swordcraft,Midrange,Won,Havencraft,Tenko,Won
7/13/2018 3:54:48,A,Dragoncraft,Jabberwock,A,Havencraft,Lion Crystal,Won,Dragoncraft,Jabberwock,Lost,Portalcraft,Control,Won,Dragoncraft,Lindworm,Won,Bloodcraft,Neutral,Won
7/13/2018 3:57:34,A,Forestcraft,Midrange,Master,Havencraft,Lion Crystal,Won,Havencraft,Lion Haven,Won,Swordcraft,Midrange,Lost,Swordcraft,Midrange,Lost,Forestcraft,Aggro,Won
